实体名称,中文名,公司名称,外文名,别名,地址,总部,总部地点,成员国,成立时间,正式成立,组织机构,现任总领事,上级机构,隶属,所属地区,类型,所有者,所属公司,所属联盟,首席主编,主要产品,语种,类别,主办单位,编辑单位,创刊时间,国外发行代号,官网,主要奖项,知名校友,创办时间,创办人,创始人,办学性质,主管部门,硕士点,博士点,现任校长,董事长,主要院系,类型,所属行业,法定代表人,经营范围,公司类型,公司口号,著名产品
美国联邦储备委员会,美国联邦储备委员会,,The Board of Governors of The Federal Reserve System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
联邦公开市场委员会,联邦公开市场委员会,,The Federal Open Market Committee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
密尔沃基雄鹿队,密尔沃基雄鹿队,,Milwaukee Bucks,,,,,,1968年,,,,,,"美国,威斯康星州,密尔沃基市",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WNBA,国家女子篮球联盟,,Women's National Basketball Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国足球大联盟,美国职业足球大联盟,,Major League Soccer((MLS)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美职篮,美国职业篮球联赛,,National Basketball Association,,,,,,1946年6月6日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 奥兰多魔术队,奥兰多魔术队,,Orlando Magic,,,,,,1989年,,,,,,"美国,佛罗里达州,奥兰多市",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国约翰斯•霍普金斯大学,约翰斯·霍普金斯大学,,The Johns Hopkins University,,"巴尔的摩:3400 N. Charles Street Baltimore华盛顿:1740 Massachusetts Ave., N.W. Washington, D.C",,,,,,,,,,,,,,,,,,,,,,,,,威尔逊、布隆伯格、朱民、施一公等,1876年(丙子年),约翰斯·霍普金斯,,私立大学,,,,,,,,,,,,,
俄罗斯RT电视台,今日俄罗斯(今日俄国)电视台,,Russia Today TV或Russia Today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雄鹿队,密尔沃基雄鹿队,,Milwaukee Bucks,,,,,,1968年,,,,,,"美国,威斯康星州,密尔沃基市",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北京联合大学台湾研究院,北京联合大学台湾研究院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    国防部,中华人民共和国国防部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIT,中国国际改装汽车展览会,,ALL in TUNING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本产经新闻,日本产经新闻,,さんけいしんぶん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南京大学国际关系研究院,南京大学国际关系研究院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大连海事局,中华人民共和国大连海事局,,,,,,,,,2000年11月2日,,,,中华人民共和国辽宁海事局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
英伟达,,英伟达,NVIDIA Corporation,,,,美国加利福尼亚州圣克拉拉市,,1993年,,,,,,,,,,,,,,,,,,,,,,,,黄仁勋(美籍华人)、克里斯·马拉科夫斯基、卡蒂斯·普里姆,,,,,,,,,信息技术,,显示芯片和主板芯片组制造,美股上市,The way it's meant to be played,
联合早报,联合早报,,zaobao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中央情报局,美国中央情报局,,Central Intelligence Agency,,,美国弗吉尼亚州兰利,,,1947年9月18日[2] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"

	美国贸易代表办公室",美国贸易代表办公室,,Office of the United States Trade Representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新加坡南洋理工大学,南洋理工大学,,Nanyang Technological University,,,,,,,,,,,,,,,,,,,,,,,,,,AACSB、EQUIS认证2017金融时报TOP100全球商学院第24名,孙燕姿、马誉峰、沈冰、陈欧、吴天胜等,1981年(前身南洋大学成立于1955年),,,公立大学,新加坡教育部,,,,,,,,,,,,
华中科技大学,华中科技大学,,Huazhong University of Science and Technology,,主校区:湖北省武汉市洪山区珞喻路1037号同济医学院校区:湖北省武汉市汉口硚口区航空路13号,,,,,,,,,,,,,,,,,,,,,,,,,周济、蒋向前、贝时璋、沈其震、裘法祖、吴孟超、陈刚、李娜、汪潮涌、林少宫、张小龙等,1952年,,,公办大学,中华人民共和国教育部,学术学位授权一级学科45个学术学位授权二级学科214个,学术学位授权一级学科41个学术学位授权二级学科183个,,,,,,,,,,
美国国际贸易委员会,美国国际贸易委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"

	复旦大学国际问题研究院",复旦大学国际问题研究院,,"Institute of international studies, Fudan University",,,,,,2000年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	彼得森国际经济研究所",,彼得森国际经济研究所,,,,,,,2006年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新加坡国立大学东亚研究所,新加坡国立大学东亚研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国国家民主基金会,美国国家民主捐赠基金会,,"The National Endowment for Democracy,NED",美国国家民主基金会,,美国华盛顿哥伦比亚特区,,,,,,,,,,非盈利非政府组织,,,,,,,,,,,,,,,,,,,,,,,,,非盈利非政府组织,,,,,,
美国国际事务民主协会,美国国际事务民主协会[1] ,,NDI,,,,,,1983年[1] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国国际共和研究所,美国国际共和学会,,International Republican Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
俄罗斯电视台,,俄罗斯国家电视台,,,,,,,7月30日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,电视台,电视台,,
新华网,新华网,,xinhuanet,,,,,,,,,,,,,,,,,,,,,国家通讯社新华社,,,,,,,1997年11月7日,,,,,,,,,,,,,,,,
美国证监会,美国证券交易监督委员会,,U.S. Securities and Exchange Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国微软公司,,微软公司,Microsoft Corporation,,,,美国华盛顿州雷德蒙德市,,1975年4月4日,,,,,,,,,,,,,,,,,,,,,,,,比尔·盖茨,,,,,,,,,软件及信息技术,,"操作系统,办公软件,手机,平板,游戏机",上市公司、外商独资,新效率(New Efficiency),
美国驻华使馆,美国驻华大使馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伊士曼柯达公司,,伊士曼柯达公司,,,,,美国纽约罗彻斯特,,1881年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,摄影/图像,,"分享此刻,分享生活",
海岸警卫队,海岸警卫队,,coastguard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本自民党,日本自由民主党,,Liberal Democratic Party of Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
李光耀公共政策学院,李光耀公共政策学院,,,,,,,,,,,,,,新加坡,,,,,,,,,,,,,,,,2004年8月4日,,,,,,,,,新加坡政策研究院(IPS)、亚洲竞争力研究所(ACI)、亚洲与全球化中心(CAG)和水政策研究所(IWP),,,,,,,
中国驻旧金山总领事馆,中华人民共和国驻旧金山总领事馆,,Consulate General of the People's Republic of China in San Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国公共电视台,pbs,,Public Broadcasting Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"

	环球网",环球网,,Huanqiu.com,,,,,,,,,,,,,,,,,,,,,,,,,http://www.huanqiu.com/,,,,,,,,,,,,,,,,,,,
中国驻联合国代表团,中华人民共和国常驻联合国代表团,,Permanent Mission of the People's Republic of China to the United Nations,,,,,,1971年10月25日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
十字军,十字军,,The Crusaders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加州大学戴维斯分校,加利福尼亚大学戴维斯分校,,"University of California, Davis",,"One Shield Avenue, Davis, CA, 95616",,,,,,,,,,,,,,,,,,,,,,,,"诺贝尔奖、菲尔兹奖、普利策奖、阿尔伯特·爱因斯坦世界科学奖 美国""青年科学家总统奖""、国家科学奖章 世界粮食奖、沃尔夫农业奖、世界农业奖",,1905年,,,公立大学,,,,,,,,,,,,,
美国驻武汉总领事馆,美国驻武汉总领事馆,,,,汉口新世界国贸大厦I座47楼,,,,2008年11月20日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
德国国防部,德国联邦国防部,,Bundesministerium der Verteidigung,,,,,,,,,,,,,,,,,,,,,,,,,http://www.bmvg.de,,,,,,,,,,,,,,,,,,,
欧亚经济联盟,欧亚经济联盟,,Eurasian Economic Union;Евразийский экономический союз,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国人民外交学会,中国人民外交学会,,THE CHINESE PEOPLE’S INSTITUTE OF FOREIGN AFFAIRS,,北京市东城区南池子大街71号,,,,,,,,,,,社会团体,,,,,,,,,,,,,,,1949年12月,周恩来,,,中华人民共和国国务院,,,,,,社会团体,,,,,,
美国亚洲协会,美国亚洲协会,,,,,美国纽约,,,,,,,,,,,,,,,,,,,,,,,,,1956年,,约翰·D.洛克菲勒三世,,,,,,,,,,,,,,
新加坡华侨银行,新加坡华侨银行,,,,,,,,,,,,,,,银行,,,,,,,,,,,,http://www.ocbc.com/,,,,,,,,,,,,,银行,,,,,,
美国联邦通信委员会,美国联邦通信委员会,,Federal Communications Commission,,,,,,1934年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国南海研究院,中国南海研究院,,National Institute for South China Sea Studies,,海口市美兰区江东一横路5号,,,,1996年,,,,,海南省政府,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台湾海峡,台湾海峡,,Taiwan Strait,,,,,,,,,,,,中华人民共和国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国战略司令部,美国战略司令部,,United States Strategic Command,,,美国内布拉斯加州奥法特空军基地,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"

	 CNN",美国有线电视新闻网,,有线新闻网,,,,,,,,,,,,,,,,,,,,,,,,,http://edition.cnn.com/,,,,,特德·特纳,,,,,,,,,,,,,,
中国电信,,中国电信集团有限公司,China Telecom,,,,北京市西城区金融街31号,,2000年9月,,,,,,,,,,,,,,,,,,,www.chinatelecom.com.cn/,,,,,,,,,,,柯瑞文[6] ,,,通讯行业,,"固定通信业务,移动通信业务",国有独资,"世界触手可及、用户至上,用心服务",
美国运输部,美国运输部,,,,,,,,1966年10月15日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
纽约经济俱乐部,纽约经济俱乐部,,Economic Club of New York,,,,,,1907年[1] ,,,,,,,经济机构,,,,,,,,,,,,,,,,,,,,,,,,,经济机构,,,,,,
黄金交易所,,上海黄金交易所,,,,,中国上海,,2002年10月30日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"黄金,白银,铂金",国有企业,,
北京办事处,北京办事处,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"

	中原银行",,中原银行,,,,,河南省郑州市郑东新区CBD商务外环路23号中科金座大厦[6] ,,2014年12月26日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,现代金融服务,股份制商业银行,鼎立中原、融通四海,
阿姆斯特丹大学,阿姆斯特丹大学,,荷文:Universiteit van Amsterdam英文:University of Amsterdam,,,,,,,,,,,,,,,,,,,,,,,,,,6名诺贝尔奖得主,范德华、彼得·塞曼、吉多·范罗苏姆,1632年,,,国立大学,,,,,,,,,,,,,
ABC电视台,,美国广播公司,,,,,美国 纽约,,,,,,,,,,,,,,,,,,,,,http://abcnews.go.com/,,,,,,,,,,,,,,,,广播服务,外商独资,,
福克斯新闻台,,福克斯新闻台,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"We report, You decide",
华为技术有限公司,,华为技术有限公司,"HUAWEI TECHNOLOGIES CO., LTD.",,,,中国深圳市龙岗区坂田华为总部办公楼[13] ,,1987年9月15日[13] ,,,,,,,,,,,,,,,,,,,,,,,,任正非,,,,,,梁华,,,软件和信息技术服务业,赵明路[13] ,"IT、无线电,微电子,通讯,路由,程控交换机等[9] ",民营企业,构建万物互联的智能世界,智能手机、终端路由器、交换机、电脑
总统办公室,总统办公室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
内阁,内阁,,Cabinet(英语) кабинет(俄语)Kabinett(德语),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北京师范大学政府管理研究院,北京师范大学政府管理研究院,,,,,,,,,,,,,,北京,,,,,,,,公立,,,,,,,,,,,,,,,唐任伍,,,,,,,,,
美国教育部,美国教育部,,US Department of Education,,,,,,1979年10月17日,,,,,,,,,,,,,,,,,,,http://www.ed.gov/,,,,,,,,,,,,,,,,,,,
中国大熊猫保护研究中心,中国保护大熊猫研究中心,,China Conservation and Research Center for Giant Panda,,,,,,1983年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国外汇交易中心,中国外汇交易中心暨全国银行间同业拆借中心,,,,,上海,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
	安信证券",,安信证券股份有限公司,,,,,中国深圳,,2006年08月22日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,国有控股[7] ,,
中国科学院微生物研究所,中国科学院微生物研究所,,"Institute of Microbiology, Chinese Academy of Sciences",,,,,,1958年12月3日,,,,,,,,,,,,,,,,,,,,,,,,,,中国科学院,3个(二级学科),3个(二级学科),,,,,,,,,,
美国联邦法院,美国联邦法院,,United States Courthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国驻澳大利亚大使馆,中华人民共和国驻澳大利亚联邦大使馆,,Embasdy of the People's Republic of China in the Commonwealth of Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
印太司令部,美国印度洋-太平洋司令部,,United States Indo-Pacific Command,,,夏威夷瓦胡岛H·M·史密斯军营,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北京大学海洋研究院,北京大学海洋研究院,,,,,,,,,,,,,,北京,,,,,,,,公立大学,,,,,,,,2013年,,,,教育部,,,林建华,,,,,,,,,
美海军,美国海军,,United States Navy,,,,,,,,,,,,,,,,,,,,,,,,,http://www.navy.mil/,,,,,,,,,,,,,,,,,,,
中国国际战略学会,中国国际战略学会,,China International Institute for strategic Society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美军第七舰队,美国海军第七舰队,,United States Navy Seventh Fleet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海事局,中华人民共和国海事局,,China Maritime Safety Administration,China MSA (船舷标号),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
台湾海军,中国台湾当局海军(中国),,Taiwan Navy(China),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
波特兰号,波特兰号,,,,,,,,,,,,,,,舰艇,,,,,,,,,,,,,,,,,,,,,,,,,舰艇,,,,,,
联盟党,联盟党,,Lega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"

	执政联盟",执政联盟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
德国空军,德国空军,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国现代国际关系研究院,中国现代国际关系研究院,,CICIR(China Institutes of Contemporary International Relations),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
国家安全部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
纽约,纽约,,New York City,大苹果、不夜城、哥谭市、NYC等,,,,,,,,,,,美利坚合众国(USA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国驻越南大使馆,中华人民共和国驻越南社会主义共和国大使馆,,Embassy of the People's Republic of China in the Socialist Republic of Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国第七舰队,美国海军第七舰队,,United States Navy Seventh Fleet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"

	美国导弹防御局",美国导弹防御局,,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"

	第七舰队",美国海军第七舰队,,United States Navy Seventh Fleet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安全理事会,联合国安全理事会,,United Nations Security Council,,美国纽约市联合国总部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国国家侦察局,美国国家侦察局,,National Reconnaissance Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
联合国安全理事会,联合国安全理事会,,United Nations Security Council,,美国纽约市联合国总部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伊朗电视台,伊朗伊斯兰共和国广播电视台,,سازمان صدا و سيمای جمهوری اسلامی ايران,,,,,,1938年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
“圣城旅”,圣城旅,,The quds force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"

	伊拉克国民议会",伊拉克国民议会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国外交关系协会,美国外交关系协会,,Council on Foreign Relations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
真主党,黎巴嫩真主党,,Hezbollah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
太空军,太空军,,Space force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国航天局,美国国家航空航天局,,National Aeronautics and Space Administration(NASA),,,美国华盛顿,,,1958年10月1日[3] ,,,,,,,,,,,,,,,,,,,http://www.nasa.gov/,,,,,,,,,,,,,,,,,,,
美国太空军,美国太空军,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
参谋长联席会议,美国参谋长联席会议,,Joint Chiefs of Staff,,华盛顿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
外交关系协会,外交关系协会,,Council on Foreign Relations,,,,,,,,,,,,,,,,,,,,协会,,,,,,,,,,,,,,,,,,,,,,,,
印度太平洋司令部,美国印度洋-太平洋司令部,,United States Indo-Pacific Command,,,夏威夷瓦胡岛H·M·史密斯军营,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
人民日报社,,人民日报社,,,,,北京,," 1946年5月15日,由毛泽东题写报名的《人民日报》在邯郸市创刊。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,报刊、新闻信息采集、印刷、网络,中国共产党中央委员会机关报社,,
朝鲜人民军,朝鲜人民军,,People's Army of Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朝中社,朝鲜中央通讯社,,조선중앙통신Korean Central News Agency(英文),,,朝鲜平壤,,,1946年12月5日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
韩国国防部,韩国国防部,,Ministry of National Defense of Republic of Korea[2] ,,,,,,1945年10月,,,,,,,,,,,,,,,,,,,http://www.mnd.go.kr/,,,,,,,,,,,,,,,,,,,
国家安全保障局,国家安全保障局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
俄罗斯空军,俄罗斯空军,,Военно воздушные силы России,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"

	国际战略研究所",国际战略研究所,,International Institute for Strategic Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
叙利亚民主军,叙利亚民主军,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新加坡外交部,新加坡外交部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国驻以色列大使馆,美国驻以色列大使馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
亚细安,东南亚国家联盟,,Association of Southeast Asian Nations,,,,,马来西亚、新加坡、泰国等10国,,,,,,,,,,,,,,,,,,,,http://www.asean.org/,,,,,,,,,,,,,,,,,,,
泰国皇家海军,泰国皇家海军,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新加坡国防部,新加坡国防部,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.mindef.gov.sg/,,,,,,,,,,,,,,,,,,,
雷神公司,雷神公司,,Raytheon Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北京航空航天大学,北京航空航天大学,,Beihang University,,学院路校区:北京市海淀区学院路37号沙河校区:北京市昌平区沙河高教园南三街9号,,,,,,,,,,,,,,,,,,,,,,,,国家三大科技奖励60余项(截至2018年10月) 国家级科技奖励一等奖14项(截至2018年10月)国家自然科学二等奖4项(截至2018年10月)2010年度中国高校十大科技进展全国毕业生就业典型经验高校(2010年),李沛瑶、王永志、杨国梁、戚发轫、罗阳、袁家军、怀进鹏、高镇同、刘大响、闫楚良等,1952年,,,公立大学,中华人民共和国工业和信息化部,学术学位授权一级学科40个,学术学位授权一级学科23个,,,,,,,,,,
韩国世宗研究所,韩国世宗研究所,,Sejong Institute,,,,,,1983-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
韩国电视台,韩国电视台,,Korean TV/한국방송국,,,韩国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
英国海军,英国皇家海军,,Royal Navy,,,,,,,,,,,,,国家海上武装力量,,,,,,,,,,,,http://www.royalnavy.mod.uk,,,,,,,,,,,,,国家海上武装力量,,,,,,
中国地质调查局,中国地质调查局,,,,,,,,,,,,自然资源部[2] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警,中国人民武装警察部队海警总队[1] ,,China Coast Guard of the Chinese people's Armed Police Force,,,,,,2013年7月22日[2] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
俄罗斯石油公司,俄罗斯石油公司,,Rosneft Oil,,,,,,,,,,,,,,,,,,,,,,,,,http://www.rosneft.com/,,,,,,,,,,,,,,,,,,,
新南威尔士大学,新南威尔士大学,,The University of New South Wales,,悉尼、堪培拉,,,,,,,,,,,,,,,,,,,,,,,,2017全球首款纯硅量子计算机芯片2018吉尼斯世界纪录:Violet太阳能赛车,斯科特·莫里森[2] 、保罗·基廷、拉吉·瑞迪、施正荣、瑞贝尔·威尔森、格伦·马库特,1949年,,,公立大学,,,,,,,,,,,,,
土耳其空军,土耳其空军,,TRUKISH AIR FORCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
灯塔电视台,灯塔电视台,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991年,,,,,,,,,,,,,,,,
阿利伯克级驱逐舰,阿利·伯克级驱逐舰,,Arleigh Burke-class Destroyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美军参谋长联席会议,美国参谋长联席会议,,Joint Chiefs of Staff,,华盛顿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国国家公园管理局,美国国家公园管理局,,National Park Administration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国国家经济委员会,美国国家经济委员会,,National Economic Council,,,,,,1993年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国交通部,中华人民共和国交通部,,Ministry of Transport of the People's Republic of China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国交通运输部办公厅,中国交通运输部办公厅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海事局,中华人民共和国海事局,,China Maritime Safety Administration,China MSA (船舷标号),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中华人民共和国海事局,中华人民共和国海事局,,China Maritime Safety Administration,China MSA (船舷标号),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北通,北通,,BEITONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
